UE,Éléments constitutifs,MCC 40%,Examen 60%,Moy EC,Coef,Étudiant
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,14.63,9.33,11.45,"1,75",Etudiant_218
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,8.29,15.51,12.62,"1,00",Etudiant_218
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,13.32,15.96,14.9,"1,00",Etudiant_219
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,7.66,12.55,10.6,"2,00",Etudiant_219
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,13.33,9.49,11.02,"1,50",Etudiant_219
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,11.91,15.06,13.8,"1,75",Etudiant_219
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,9.8,9.4,9.56,"1,00",Etudiant_219
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,17.95,11.48,14.07,"1,00",Etudiant_220
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,13.25,13.49,13.39,"2,00",Etudiant_220
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,10.61,19.66,16.04,"1,50",Etudiant_220
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,9.9,13.53,12.08,"1,75",Etudiant_220
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,8.73,8.57,8.64,"1,00",Etudiant_220
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,14.91,17.02,16.17,"1,00",Etudiant_221
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,13.2,14.23,13.82,"2,00",Etudiant_221
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,9.39,14.89,12.69,"1,50",Etudiant_221
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,8.94,16.63,13.55,"1,75",Etudiant_221
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,8.38,17.97,14.13,"1,00",Etudiant_221
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,13.41,17.05,15.59,"1,00",Etudiant_222
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,11.85,14.94,13.7,"2,00",Etudiant_222
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,15.85,11.37,13.16,"1,50",Etudiant_222
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,14.33,9.61,11.5,"1,75",Etudiant_222
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,16.03,13.61,14.58,"1,00",Etudiant_222
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,15.97,17.29,16.76,"1,00",Etudiant_223
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,12.9,11.12,11.83,"2,00",Etudiant_223
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,8.85,14.05,11.97,"1,50",Etudiant_223
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,10.4,9.53,9.88,"1,75",Etudiant_223
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,15.16,9.33,11.66,"1,00",Etudiant_223
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,10.89,18.73,15.59,"1,00",Etudiant_224
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,7.18,15.71,12.3,"2,00",Etudiant_224
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,8.9,13.41,11.61,"1,50",Etudiant_224
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,16.47,14.71,15.42,"1,75",Etudiant_224
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,8.33,19.95,15.3,"1,00",Etudiant_224
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,8.73,10.7,9.91,"1,00",Etudiant_225
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,18.65,13.59,15.62,"2,00",Etudiant_225
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,11.35,18.05,15.37,"1,50",Etudiant_225
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,8.44,11.17,10.08,"1,75",Etudiant_225
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,8.53,9.79,9.29,"1,00",Etudiant_225
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,13.66,17.26,15.82,"1,00",Etudiant_226
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,8.34,8.88,8.66,"2,00",Etudiant_226
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,11.58,12.93,12.39,"1,50",Etudiant_226
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,10.58,14.23,12.77,"1,75",Etudiant_226
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,10.41,19.47,15.85,"1,00",Etudiant_226
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,13.28,15.69,14.73,"1,00",Etudiant_227
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,14.29,12.02,12.93,"2,00",Etudiant_227
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,17.56,19.86,18.94,"1,50",Etudiant_227
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,9.52,9.16,9.3,"1,75",Etudiant_227
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,19.74,15.09,16.95,"1,00",Etudiant_227
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,19.68,19.38,19.5,"1,00",Etudiant_228
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,11.22,10.51,10.79,"2,00",Etudiant_228
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,16.42,19.28,18.14,"1,50",Etudiant_228
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,13.85,8.61,10.71,"1,75",Etudiant_228
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,13.04,16.74,15.26,"1,00",Etudiant_228
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,11.24,13.82,12.79,"1,00",Etudiant_229
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,17.3,16.86,17.04,"2,00",Etudiant_229
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,18.62,11.75,14.49,"1,50",Etudiant_229
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,9.18,16.28,13.44,"1,75",Etudiant_229
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,16.88,13.05,14.58,"1,00",Etudiant_229
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,18.89,18.22,18.49,"1,00",Etudiant_230
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,14.16,16.86,15.78,"2,00",Etudiant_230
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,19.41,12.92,15.51,"1,50",Etudiant_230
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,12.35,9.94,10.9,"1,75",Etudiant_230
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,16.0,12.27,13.76,"1,00",Etudiant_230
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,12.43,11.94,12.13,"1,00",Etudiant_231
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,17.93,16.56,17.11,"2,00",Etudiant_231
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,13.57,10.83,11.93,"1,50",Etudiant_231
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,14.24,17.9,16.44,"1,75",Etudiant_231
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,18.05,11.96,14.4,"1,00",Etudiant_231
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,12.33,10.97,11.51,"1,00",Etudiant_232
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,10.58,17.51,14.74,"2,00",Etudiant_232
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,12.11,11.49,11.74,"1,50",Etudiant_232
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,19.07,10.94,14.19,"1,75",Etudiant_232
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,16.09,13.85,14.74,"1,00",Etudiant_232
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,14.95,17.02,16.19,"1,00",Etudiant_233
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,14.49,12.4,13.24,"2,00",Etudiant_233
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,9.38,9.03,9.17,"1,50",Etudiant_233
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,13.95,15.8,15.06,"1,75",Etudiant_233
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,19.71,7.97,12.66,"1,00",Etudiant_233
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,14.31,16.03,15.34,"1,00",Etudiant_234
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,8.71,15.0,12.48,"2,00",Etudiant_234
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,13.58,17.11,15.7,"1,50",Etudiant_234
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,8.77,18.93,14.87,"1,75",Etudiant_234
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,18.44,18.24,18.32,"1,00",Etudiant_234
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,9.03,9.83,9.51,"1,00",Etudiant_235
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,11.1,15.13,13.52,"2,00",Etudiant_235
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,18.92,7.49,12.06,"1,50",Etudiant_235
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,11.29,8.87,9.84,"1,75",Etudiant_235
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,13.58,7.97,10.21,"1,00",Etudiant_235
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,9.63,17.4,14.29,"1,00",Etudiant_236
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,19.68,14.46,16.55,"2,00",Etudiant_236
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,7.14,12.68,10.47,"1,50",Etudiant_236
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,11.01,7.29,8.77,"1,75",Etudiant_236
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,16.41,10.98,13.15,"1,00",Etudiant_236
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,10.35,16.84,14.24,"1,00",Etudiant_237
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,16.36,9.49,12.24,"2,00",Etudiant_237
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,18.73,12.12,14.76,"1,50",Etudiant_237
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,17.76,18.45,18.17,"1,75",Etudiant_237
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,19.94,17.06,18.21,"1,00",Etudiant_237
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,14.72,16.37,15.71,"1,00",Etudiant_238
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,7.71,11.81,10.17,"2,00",Etudiant_238
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,11.81,7.99,9.52,"1,50",Etudiant_238
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,15.13,19.43,17.71,"1,75",Etudiant_238
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,18.63,11.09,14.11,"1,00",Etudiant_238
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,7.88,13.1,11.01,"1,00",Etudiant_239
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,9.99,11.36,10.81,"2,00",Etudiant_239
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,19.83,16.56,17.87,"1,50",Etudiant_239
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,7.11,7.52,7.36,"1,75",Etudiant_239
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,15.16,11.31,12.85,"1,00",Etudiant_239
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,10.09,8.51,9.14,"1,00",Etudiant_240
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,12.99,12.72,12.83,"2,00",Etudiant_240
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,8.43,9.36,8.98,"1,50",Etudiant_240
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,11.77,8.7,9.92,"1,75",Etudiant_240
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,14.08,17.6,16.19,"1,00",Etudiant_240
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,7.75,7.53,7.62,"1,00",Etudiant_241
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,12.1,19.55,16.57,"2,00",Etudiant_241
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,19.92,18.15,18.86,"1,50",Etudiant_241
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,11.93,17.98,15.56,"1,75",Etudiant_241
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,11.49,9.1,10.06,"1,00",Etudiant_241
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,9.01,16.66,13.6,"1,00",Etudiant_242
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,8.87,13.65,11.74,"2,00",Etudiant_242
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,7.59,7.33,7.43,"1,50",Etudiant_242
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,8.66,17.9,14.21,"1,75",Etudiant_242
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,7.14,19.45,14.52,"1,00",Etudiant_242
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,10.45,19.93,16.14,"1,00",Etudiant_243
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,13.67,15.75,14.92,"2,00",Etudiant_243
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,14.81,15.51,15.23,"1,50",Etudiant_243
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,7.98,7.46,7.67,"1,75",Etudiant_243
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,19.86,15.57,17.28,"1,00",Etudiant_243
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,18.93,15.32,16.76,"1,00",Etudiant_244
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,15.57,17.25,16.58,"2,00",Etudiant_244
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,9.42,8.12,8.64,"1,50",Etudiant_244
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,14.97,15.34,15.19,"1,75",Etudiant_244
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,14.08,9.33,11.23,"1,00",Etudiant_244
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,15.98,19.55,18.13,"1,00",Etudiant_245
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,12.17,10.3,11.05,"2,00",Etudiant_245
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,15.75,10.66,12.7,"1,50",Etudiant_245
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,17.25,16.94,17.07,"1,75",Etudiant_245
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,14.81,19.01,17.33,"1,00",Etudiant_245
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,19.98,14.74,16.84,"1,00",Etudiant_246
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,13.53,14.75,14.26,"2,00",Etudiant_246
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,10.39,15.9,13.7,"1,50",Etudiant_246
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,16.09,12.35,13.84,"1,75",Etudiant_246
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,8.96,10.93,10.14,"1,00",Etudiant_246
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,8.71,13.02,11.3,"1,00",Etudiant_247
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,16.63,14.58,15.4,"2,00",Etudiant_247
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,7.52,15.61,12.37,"1,50",Etudiant_247
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,18.86,7.74,12.19,"1,75",Etudiant_247
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,18.25,14.81,16.18,"1,00",Etudiant_247
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,13.63,11.51,12.36,"1,00",Etudiant_248
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,10.57,18.96,15.61,"2,00",Etudiant_248
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,18.19,8.1,12.14,"1,50",Etudiant_248
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,15.49,11.16,12.89,"1,75",Etudiant_248
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,7.86,9.68,8.95,"1,00",Etudiant_248
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,17.8,9.2,12.64,"1,00",Etudiant_249
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,7.37,17.05,13.18,"2,00",Etudiant_249
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,16.57,12.18,13.94,"1,50",Etudiant_249
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,19.08,13.13,15.51,"1,75",Etudiant_249
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,9.52,7.53,8.32,"1,00",Etudiant_249
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,17.68,18.97,18.46,"1,00",Etudiant_250
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,10.58,17.75,14.88,"2,00",Etudiant_250
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,9.25,10.29,9.87,"1,50",Etudiant_250
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,14.7,14.83,14.78,"1,75",Etudiant_250
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,18.16,16.11,16.93,"1,00",Etudiant_250
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,15.28,13.03,13.93,"1,00",Etudiant_251
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,16.43,14.91,15.52,"2,00",Etudiant_251
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,8.54,8.46,8.49,"1,50",Etudiant_251
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,17.88,18.96,18.53,"1,75",Etudiant_251
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,13.35,11.9,12.48,"1,00",Etudiant_251
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,19.68,15.39,17.1,"1,00",Etudiant_252
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,16.38,12.42,14.0,"2,00",Etudiant_252
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,15.93,11.48,13.26,"1,50",Etudiant_252
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,11.87,8.97,10.13,"1,75",Etudiant_252
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,15.79,14.59,15.07,"1,00",Etudiant_252
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,9.83,19.15,15.42,"1,00",Etudiant_253
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,17.48,10.81,13.48,"2,00",Etudiant_253
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,12.97,13.82,13.48,"1,50",Etudiant_253
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,13.38,16.4,15.19,"1,75",Etudiant_253
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,14.45,16.56,15.72,"1,00",Etudiant_253
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,12.84,8.11,10.01,"1,00",Etudiant_254
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,15.23,8.78,11.36,"2,00",Etudiant_254
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,16.96,10.5,13.08,"1,50",Etudiant_254
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,15.81,19.6,18.08,"1,75",Etudiant_254
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,16.31,16.57,16.47,"1,00",Etudiant_254
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,13.7,7.27,9.84,"1,00",Etudiant_255
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,8.17,14.4,11.91,"2,00",Etudiant_255
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,19.83,9.99,13.93,"1,50",Etudiant_255
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,16.7,13.63,14.86,"1,75",Etudiant_255
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,15.55,12.55,13.75,"1,00",Etudiant_255
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,14.56,11.66,12.82,"1,00",Etudiant_256
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,7.44,17.43,13.43,"2,00",Etudiant_256
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,19.96,15.75,17.44,"1,50",Etudiant_256
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,18.39,14.52,16.07,"1,75",Etudiant_256
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,7.75,11.12,9.77,"1,00",Etudiant_256
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,18.69,9.26,13.03,"1,00",Etudiant_257
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,18.68,12.36,14.89,"2,00",Etudiant_257
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,16.67,16.8,16.75,"1,50",Etudiant_257
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,12.41,19.51,16.67,"1,75",Etudiant_257
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,15.08,19.63,17.81,"1,00",Etudiant_257
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,19.03,18.63,18.79,"1,00",Etudiant_258
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,7.05,12.88,10.54,"2,00",Etudiant_258
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,8.8,16.05,13.15,"1,50",Etudiant_258
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,8.59,12.71,11.06,"1,75",Etudiant_258
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,16.74,15.34,15.9,"1,00",Etudiant_258
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,12.51,15.38,14.23,"1,00",Etudiant_259
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,15.1,17.28,16.41,"2,00",Etudiant_259
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,19.41,12.58,15.31,"1,50",Etudiant_259
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,18.06,17.88,17.96,"1,75",Etudiant_259
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,17.13,7.35,11.26,"1,00",Etudiant_259
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,11.36,12.12,11.82,"1,00",Etudiant_260
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,19.73,16.09,17.55,"2,00",Etudiant_260
